county,business_id,business_name,review_count,rating,transaction_forms,url,state,popularity
Alameda County,Y7_ESU_D4uSGWEYt7Io1nw,In-N-Out Burger,453,4.0,,https://www.yelp.com/biz/in-n-out-burger-pleasanton?adjust_creative=XVri7z5Gv4EHkTEtwSODpg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVri7z5Gv4EHkTEtwSODpg,CA,3.8560598793293535
Alameda County,V995X_VyYrOuFnXOi2erSA,Chick-fil-A,491,3.5,delivery,https://www.yelp.com/biz/chick-fil-a-fremont-3?adjust_creative=XVri7z5Gv4EHkTEtwSODpg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVri7z5Gv4EHkTEtwSODpg,CA,3.8097429003344856
Alameda County,vALJSMaRs7zeZAqS7DrfSA,Chick-fil-A,717,3.5,,https://www.yelp.com/biz/chick-fil-a-walnut-creek?adjust_creative=XVri7z5Gv4EHkTEtwSODpg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVri7z5Gv4EHkTEtwSODpg,CA,3.7947852303610676
Alameda County,Ydkr5GSE5InOga0K0zPFug,In-N-Out Burger,365,4.0,delivery,https://www.yelp.com/biz/in-n-out-burger-san-ramon-2?adjust_creative=XVri7z5Gv4EHkTEtwSODpg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVri7z5Gv4EHkTEtwSODpg,CA,3.85337511234779
Alameda County,aouClV4hxed-uGrMXL3fvA,Pocket Sushi,285,4.5,delivery,https://www.yelp.com/biz/pocket-sushi-pleasanton?adjust_creative=XVri7z5Gv4EHkTEtwSODpg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVri7z5Gv4EHkTEtwSODpg,CA,3.8784919474840103
Alameda County,LaQ_vMV83SOwYgMRJn4GBQ,Fatburger,109,3.5,"delivery, pickup",https://www.yelp.com/biz/fatburger-livermore?adjust_creative=XVri7z5Gv4EHkTEtwSODpg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVri7z5Gv4EHkTEtwSODpg,CA,3.8350253336523856
Alameda County,Yyw__tUtUZef-o4ioSP06A,Plucked Chicken & Beer,258,4.0,"delivery, pickup",https://www.yelp.com/biz/plucked-chicken-and-beer-pleasanton-3?adjust_creative=XVri7z5Gv4EHkTEtwSODpg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVri7z5Gv4EHkTEtwSODpg,CA,3.8501106797679343
Alameda County,dtC7Fkml6Fkroq0NGxKerQ,Shihlin Taiwan Street Snacks,650,4.0,"delivery, pickup",https://www.yelp.com/biz/shihlin-taiwan-street-snacks-milpitas?adjust_creative=XVri7z5Gv4EHkTEtwSODpg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVri7z5Gv4EHkTEtwSODpg,CA,3.8620700963221717
Alameda County,wM24MKgNxcWQ3WiZnE7kFA,Dog Haus,713,4.0,"delivery, pickup",https://www.yelp.com/biz/dog-haus-fremont?adjust_creative=XVri7z5Gv4EHkTEtwSODpg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVri7z5Gv4EHkTEtwSODpg,CA,3.8639921454112454
Alameda County,ehQuv6545JigWUBultGZyg,The Happy Hooligans,23,4.5,"delivery, pickup",https://www.yelp.com/biz/the-happy-hooligans-santa-clara?adjust_creative=XVri7z5Gv4EHkTEtwSODpg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVri7z5Gv4EHkTEtwSODpg,CA,3.845165072789129
Alpine County,zXJEVhu45LKhgpGSHw9wYg,Burger Barn,249,4.5,,https://www.yelp.com/biz/burger-barn-bridgeport?adjust_creative=XVri7z5Gv4EHkTEtwSODpg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVri7z5Gv4EHkTEtwSODpg,CA,3.8739126822587595
Alpine County,juA-pfLcsRfd-qcnczwbAw,Mountain View Barbeque,129,4.5,,https://www.yelp.com/biz/mountain-view-barbeque-coleville-3?adjust_creative=XVri7z5Gv4EHkTEtwSODpg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVri7z5Gv4EHkTEtwSODpg,CA,3.8586484648412562
Alpine County,elX8uUAahgCBzMUITebvnA,Jolly Kone,103,4.5,,https://www.yelp.com/biz/jolly-kone-bridgeport-2?adjust_creative=XVri7z5Gv4EHkTEtwSODpg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVri7z5Gv4EHkTEtwSODpg,CA,3.8553412177341313
Alpine County,MDcTGMboDB8AQDzPxvL3HA,Mama's Kitchen,8,3.0,,https://www.yelp.com/biz/mamas-kitchen-echo-lake?adjust_creative=XVri7z5Gv4EHkTEtwSODpg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVri7z5Gv4EHkTEtwSODpg,CA,3.840936411305231
Alpine County,vlJM8-gf-A0NvTyEAWl9dQ,Burger Barn,249,4.0,pickup,https://www.yelp.com/biz/burger-barn-pollock-pines?adjust_creative=XVri7z5Gv4EHkTEtwSODpg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVri7z5Gv4EHkTEtwSODpg,CA,3.849836101326638
Alpine County,EuTSwDcw0X9MzWMeb19xDw,Walker Burger,168,4.5,,https://www.yelp.com/biz/walker-burger-coleville?adjust_creative=XVri7z5Gv4EHkTEtwSODpg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVri7z5Gv4EHkTEtwSODpg,CA,3.8636093355019447
Alpine County,vm_ao4mhMOLNoLxkXsV40w,Chicken In A Barrel BBQ- South Lake Tahoe,293,4.5,,https://www.yelp.com/biz/chicken-in-a-barrel-bbq-south-lake-tahoe-south-lake-tahoe-2?adjust_creative=XVri7z5Gv4EHkTEtwSODpg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVri7z5Gv4EHkTEtwSODpg,CA,3.8795095619785105
Alpine County,Pt81Sj0LpCO-7ZcigopTQw,Pinecrest Snack Bar,11,4.0,,https://www.yelp.com/biz/pinecrest-snack-bar-pinecrest?adjust_creative=XVri7z5Gv4EHkTEtwSODpg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVri7z5Gv4EHkTEtwSODpg,CA,3.8425750269901364
Alpine County,phsZdEOgkigeJzXum3w98A,Monte Wolfe's Mountain Kitchen,31,2.0,,https://www.yelp.com/biz/monte-wolfes-mountain-kitchen-kirkwood?adjust_creative=XVri7z5Gv4EHkTEtwSODpg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVri7z5Gv4EHkTEtwSODpg,CA,3.831195257386124
Alpine County,HxuU5gDbsIddbxmsNwGa5w,Big Daddy's Burgers,488,4.0,,https://www.yelp.com/biz/big-daddys-burgers-south-lake-tahoe?adjust_creative=XVri7z5Gv4EHkTEtwSODpg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVri7z5Gv4EHkTEtwSODpg,CA,3.857127684378839
Alpine County,i87P-MLIwu9sG1_hJce14w,Chico's Burgers,122,4.5,,https://www.yelp.com/biz/chicos-burgers-south-lake-tahoe?adjust_creative=XVri7z5Gv4EHkTEtwSODpg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVri7z5Gv4EHkTEtwSODpg,CA,3.857758052158569
Alpine County,yQku_JwAi9j-nFFqNQwA4g,The Lube Room Saloon,186,4.0,,https://www.yelp.com/biz/the-lube-room-saloon-dorrington-2?adjust_creative=XVri7z5Gv4EHkTEtwSODpg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVri7z5Gv4EHkTEtwSODpg,CA,3.847914052237564
Alpine County,NgxPpXOCBovyO9LTz-EB5g,Taco Bell,37,3.0,,https://www.yelp.com/biz/taco-bell-south-lake-tahoe-2?adjust_creative=XVri7z5Gv4EHkTEtwSODpg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVri7z5Gv4EHkTEtwSODpg,CA,3.836212964485968
Alpine County,88V2EuDj3FxCEO460iEONw,Giant Burger,220,3.0,,https://www.yelp.com/biz/giant-burger-arnold?adjust_creative=XVri7z5Gv4EHkTEtwSODpg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVri7z5Gv4EHkTEtwSODpg,CA,3.8064063862816577
Alpine County,PiT3H3Mct27vOd9kuFpd7Q,Five Guys,27,3.0,,https://www.yelp.com/biz/five-guys-south-lake-tahoe-2?adjust_creative=XVri7z5Gv4EHkTEtwSODpg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVri7z5Gv4EHkTEtwSODpg,CA,3.8378417392512314
Amador County,k8Aody9rbXi1A-2oPG1dzw,88 Giant Burgers To Go,226,4.0,,https://www.yelp.com/biz/88-giant-burgers-to-go-pine-grove?adjust_creative=XVri7z5Gv4EHkTEtwSODpg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVri7z5Gv4EHkTEtwSODpg,CA,3.8491344008655473
Amador County,VIoYBpmk_vXL3BQdAd1Klw,In-N-Out Burger,157,4.0,,https://www.yelp.com/biz/in-n-out-burger-placerville?adjust_creative=XVri7z5Gv4EHkTEtwSODpg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVri7z5Gv4EHkTEtwSODpg,CA,3.847029299482276
Amador County,h5CKNBccQ5yUaLmaRb8Qdg,Jack in the Box,19,3.5,,https://www.yelp.com/biz/jack-in-the-box-jackson?adjust_creative=XVri7z5Gv4EHkTEtwSODpg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVri7z5Gv4EHkTEtwSODpg,CA,3.840981927889587
Amador County,vlJM8-gf-A0NvTyEAWl9dQ,Burger Barn,249,4.0,pickup,https://www.yelp.com/biz/burger-barn-pollock-pines?adjust_creative=XVri7z5Gv4EHkTEtwSODpg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVri7z5Gv4EHkTEtwSODpg,CA,3.849836101326638
Amador County,yKkL9S8GY3i0-vNHWI1j4A,Wing it!,21,4.0,,https://www.yelp.com/biz/wing-it-jackson?adjust_creative=XVri7z5Gv4EHkTEtwSODpg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVri7z5Gv4EHkTEtwSODpg,CA,3.8428801141471323
Amador County,doD4TMAK6WNYvirmQYqLEQ,Mom & Pop Chicken Shop,42,4.5,,https://www.yelp.com/biz/mom-and-pop-chicken-shop-el-dorado-hills?adjust_creative=XVri7z5Gv4EHkTEtwSODpg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVri7z5Gv4EHkTEtwSODpg,CA,3.847581907213567
Amador County,buyvrt5D2kBBmbR3D3c7YQ,Buffalo Chips,190,4.5,,https://www.yelp.com/biz/buffalo-chips-sutter-creek?adjust_creative=XVri7z5Gv4EHkTEtwSODpg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVri7z5Gv4EHkTEtwSODpg,CA,3.8664077753618207
Amador County,6wT9zWKPP7mIAvOCyousyw,Carl's Jr,29,2.5,,https://www.yelp.com/biz/carls-jr-jackson?adjust_creative=XVri7z5Gv4EHkTEtwSODpg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVri7z5Gv4EHkTEtwSODpg,CA,3.8347118845109036
Amador County,yQku_JwAi9j-nFFqNQwA4g,The Lube Room Saloon,186,4.0,,https://www.yelp.com/biz/the-lube-room-saloon-dorrington-2?adjust_creative=XVri7z5Gv4EHkTEtwSODpg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVri7z5Gv4EHkTEtwSODpg,CA,3.847914052237564
Amador County,oeGWf7TVOZo-hLgdizfSTQ,McDonald's,84,1.5,,https://www.yelp.com/biz/mcdonalds-jackson-4?adjust_creative=XVri7z5Gv4EHkTEtwSODpg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVri7z5Gv4EHkTEtwSODpg,CA,3.8041910628687727
Amador County,U2qv0mqp0F_sHCTCTN5GaQ,Taco Bell,24,3.0,,https://www.yelp.com/biz/taco-bell-valley-springs-2?adjust_creative=XVri7z5Gv4EHkTEtwSODpg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVri7z5Gv4EHkTEtwSODpg,CA,3.83833037168081
Amador County,vp4sN5h_hGC1TAh3kD42WA,Burger King,33,2.0,,https://www.yelp.com/biz/burger-king-valley-springs?adjust_creative=XVri7z5Gv4EHkTEtwSODpg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVri7z5Gv4EHkTEtwSODpg,CA,3.8304827300486197
Amador County,BMqfCCqp34EusjdH7VHmTw,Taco Bell,13,3.0,,https://www.yelp.com/biz/taco-bell-jackson-6?adjust_creative=XVri7z5Gv4EHkTEtwSODpg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVri7z5Gv4EHkTEtwSODpg,CA,3.840122023922599
Amador County,0jm6g9t_0pQoZpnCPOiUnQ,La Esperanza Taco Truck,23,4.5,,https://www.yelp.com/biz/la-esperanza-taco-truck-sutter-creek?adjust_creative=XVri7z5Gv4EHkTEtwSODpg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVri7z5Gv4EHkTEtwSODpg,CA,3.845165072789129
Amador County,88V2EuDj3FxCEO460iEONw,Giant Burger,220,3.0,,https://www.yelp.com/biz/giant-burger-arnold?adjust_creative=XVri7z5Gv4EHkTEtwSODpg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVri7z5Gv4EHkTEtwSODpg,CA,3.8064063862816577
Amador County,pps2iKOK7IEx56kD8cr37w,Subway,29,3.5,,https://www.yelp.com/biz/subway-pollock-pines-3?adjust_creative=XVri7z5Gv4EHkTEtwSODpg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVri7z5Gv4EHkTEtwSODpg,CA,3.840320084085454
Amador County,flqvUepzgvmLRI5WzKam4g,Crazy Eddie's Panini Grill,35,4.5,,https://www.yelp.com/biz/crazy-eddies-panini-grill-san-andreas?adjust_creative=XVri7z5Gv4EHkTEtwSODpg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVri7z5Gv4EHkTEtwSODpg,CA,3.846691494530879
Amador County,ijo-u_eC5oy9na7uyfbUpg,McDonald's,38,2.5,,https://www.yelp.com/biz/mcdonalds-angels-camp?adjust_creative=XVri7z5Gv4EHkTEtwSODpg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVri7z5Gv4EHkTEtwSODpg,CA,3.8323757493571504
Amador County,52yorj_u9lPuiM70QZD2Fw,Matt's Take Out,70,4.5,,https://www.yelp.com/biz/matts-take-out-copperopolis?adjust_creative=XVri7z5Gv4EHkTEtwSODpg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVri7z5Gv4EHkTEtwSODpg,CA,3.8511435579443174
Amador County,4azmm7RjbV-u4c6GhgiM4g,Taco Bell,20,3.0,,https://www.yelp.com/biz/taco-bell-angels-camp-2?adjust_creative=XVri7z5Gv4EHkTEtwSODpg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVri7z5Gv4EHkTEtwSODpg,CA,3.8389818815869154
Butte County,Qc08-TmuFYaZrKc-iKMI7w,In-N-Out Burger,119,4.0,,https://www.yelp.com/biz/in-n-out-burger-chico?adjust_creative=XVri7z5Gv4EHkTEtwSODpg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVri7z5Gv4EHkTEtwSODpg,CA,3.8458699682856916
Butte County,NaIlHqgl6iVXID6bTGLrCw,Teriyaki House,79,4.0,,https://www.yelp.com/biz/teriyaki-house-chico?adjust_creative=XVri7z5Gv4EHkTEtwSODpg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVri7z5Gv4EHkTEtwSODpg,CA,3.8446496196577082
Butte County,KIpJ5TO8xwAE8L4Y85Dc-Q,Taco Bell,24,2.5,,https://www.yelp.com/biz/taco-bell-paradise?adjust_creative=XVri7z5Gv4EHkTEtwSODpg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVri7z5Gv4EHkTEtwSODpg,CA,3.8360097373741
Butte County,bTWEyTVI0Zcvdmdcv32P6Q,Izzy's Burger Spa,74,3.0,,https://www.yelp.com/biz/izzys-burger-spa-paradise?adjust_creative=XVri7z5Gv4EHkTEtwSODpg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVri7z5Gv4EHkTEtwSODpg,CA,3.830186497854496
Butte County,0XQfSzGTH9alw0aNnmvCrw,Burger Depot,77,4.5,,https://www.yelp.com/biz/burger-depot-chester?adjust_creative=XVri7z5Gv4EHkTEtwSODpg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVri7z5Gv4EHkTEtwSODpg,CA,3.852033970627005
Butte County,V15xpXA2eCJ3yXq5pBQ-ew,Meehos,98,3.0,,https://www.yelp.com/biz/meehos-paradise?adjust_creative=XVri7z5Gv4EHkTEtwSODpg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVri7z5Gv4EHkTEtwSODpg,CA,3.8262774384178644
Butte County,GNGHkmWJE2a9txr49XmOeQ,Krispy krunchy Chicken,4,3.5,,https://www.yelp.com/biz/krispy-krunchy-chicken-oroville?adjust_creative=XVri7z5Gv4EHkTEtwSODpg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVri7z5Gv4EHkTEtwSODpg,CA,3.8419746935957875
Butte County,wifJEIk76LiUIVjZI3RJNw,The Polka Dot,66,3.0,,https://www.yelp.com/biz/the-polka-dot-quincy?adjust_creative=XVri7z5Gv4EHkTEtwSODpg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVri7z5Gv4EHkTEtwSODpg,CA,3.831489517666706
Butte County,EKZXNO907j7-h1_0bI0xHA,Taco Bell,15,3.5,,https://www.yelp.com/biz/taco-bell-oroville-3?adjust_creative=XVri7z5Gv4EHkTEtwSODpg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVri7z5Gv4EHkTEtwSODpg,CA,3.8412466654112407
Butte County,YaZSe9jYfW2PvKXgKbCAjQ,Izzy's Burgers,26,3.5,,https://www.yelp.com/biz/izzys-burgers-magalia?adjust_creative=XVri7z5Gv4EHkTEtwSODpg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVri7z5Gv4EHkTEtwSODpg,CA,3.840518637226694
Butte County,v9R2KlyHRKAgnR15z7S0Uw,Oroville Tacos,54,3.5,,https://www.yelp.com/biz/oroville-tacos-oroville?adjust_creative=XVri7z5Gv4EHkTEtwSODpg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVri7z5Gv4EHkTEtwSODpg,CA,3.8386654745751203
Butte County,UnVmhFC664UfLFTt6mHBcQ,Wendy's,29,2.5,,https://www.yelp.com/biz/wendys-oroville?adjust_creative=XVri7z5Gv4EHkTEtwSODpg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVri7z5Gv4EHkTEtwSODpg,CA,3.8347118845109036
Butte County,SSZG-hBz-lZLuizWb6QHKQ,Taco Bell,29,3.5,,https://www.yelp.com/biz/taco-bell-oroville-2?adjust_creative=XVri7z5Gv4EHkTEtwSODpg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVri7z5Gv4EHkTEtwSODpg,CA,3.840320084085454
Butte County,uMe4aBgx5pV2wZhj473SJw,Wendy's,37,2.5,delivery,https://www.yelp.com/biz/wendys-chico?adjust_creative=XVri7z5Gv4EHkTEtwSODpg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVri7z5Gv4EHkTEtwSODpg,CA,3.8326353199297896
Butte County,KC5Xyv2HH0g6s3LFCt9UkA,Alpaca Bob's Sandwich Adventures,74,4.5,delivery,https://www.yelp.com/biz/alpaca-bobs-sandwich-adventures-chico?adjust_creative=XVri7z5Gv4EHkTEtwSODpg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVri7z5Gv4EHkTEtwSODpg,CA,3.851652365191568
Butte County,6P9zfWmq4DSVDQK89YUU8w,Zot's Hot Dogs and Deli,23,4.5,delivery,https://www.yelp.com/biz/zots-hot-dogs-and-deli-chico-2?adjust_creative=XVri7z5Gv4EHkTEtwSODpg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVri7z5Gv4EHkTEtwSODpg,CA,3.845165072789129
Butte County,PQnTOw7rc-WPhqSy4wQQ0w,Bartels Giant Burger,225,4.0,,https://www.yelp.com/biz/bartels-giant-burger-corning?adjust_creative=XVri7z5Gv4EHkTEtwSODpg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVri7z5Gv4EHkTEtwSODpg,CA,3.8491038921498477
Butte County,PVnSUI7PNQ01de3fqTumvQ,Fosters Freeze,31,3.5,,https://www.yelp.com/biz/fosters-freeze-oroville?adjust_creative=XVri7z5Gv4EHkTEtwSODpg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVri7z5Gv4EHkTEtwSODpg,CA,3.840187715324627
Butte County,GPsYrhdpHRASsz0MJCbXMA,Carl's Jr,20,2.0,,https://www.yelp.com/biz/carls-jr-oroville?adjust_creative=XVri7z5Gv4EHkTEtwSODpg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVri7z5Gv4EHkTEtwSODpg,CA,3.8351141577423977
Butte County,eoEDqDkyWuSjpsGAl-wdFg,Del Taco,63,3.0,,https://www.yelp.com/biz/del-taco-chico?adjust_creative=XVri7z5Gv4EHkTEtwSODpg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVri7z5Gv4EHkTEtwSODpg,CA,3.831978150096285
Calaveras County,ijo-u_eC5oy9na7uyfbUpg,McDonald's,38,2.5,,https://www.yelp.com/biz/mcdonalds-angels-camp?adjust_creative=XVri7z5Gv4EHkTEtwSODpg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVri7z5Gv4EHkTEtwSODpg,CA,3.8323757493571504
Calaveras County,yQku_JwAi9j-nFFqNQwA4g,The Lube Room Saloon,186,4.0,,https://www.yelp.com/biz/the-lube-room-saloon-dorrington-2?adjust_creative=XVri7z5Gv4EHkTEtwSODpg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVri7z5Gv4EHkTEtwSODpg,CA,3.847914052237564
Calaveras County,4azmm7RjbV-u4c6GhgiM4g,Taco Bell,20,3.0,,https://www.yelp.com/biz/taco-bell-angels-camp-2?adjust_creative=XVri7z5Gv4EHkTEtwSODpg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVri7z5Gv4EHkTEtwSODpg,CA,3.8389818815869154
Calaveras County,52yorj_u9lPuiM70QZD2Fw,Matt's Take Out,70,4.5,,https://www.yelp.com/biz/matts-take-out-copperopolis?adjust_creative=XVri7z5Gv4EHkTEtwSODpg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVri7z5Gv4EHkTEtwSODpg,CA,3.8511435579443174
Calaveras County,v8alIzhbeH3IDD2rqNR5-A,Burger King,31,1.5,,https://www.yelp.com/biz/burger-king-angels-camp?adjust_creative=XVri7z5Gv4EHkTEtwSODpg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVri7z5Gv4EHkTEtwSODpg,CA,3.828197771406623
Calaveras County,k8Aody9rbXi1A-2oPG1dzw,88 Giant Burgers To Go,226,4.0,,https://www.yelp.com/biz/88-giant-burgers-to-go-pine-grove?adjust_creative=XVri7z5Gv4EHkTEtwSODpg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=XVri7z5Gv4EHkTEtwSODpg,CA,3.8491344008655473
